"Date","Price","Open","High","Low","Vol.","Change %"
"05/23/2024","8,848.50","8,724.55","8,861.60","8,709.50","219.03M","1.51%"
"05/22/2024","8,716.45","8,715.35","8,723.95","8,647.30","177.55M","0.38%"
"05/21/2024","8,683.65","8,651.70","8,721.95","8,642.95","210.46M","0.31%"
"05/18/2024","8,656.95","8,655.10","8,662.15","8,636.45","28.52B","0.39%"
"05/17/2024","8,623.55","8,582.35","8,631.50","8,549.65","161.34M","0.73%"
"05/16/2024","8,561.25","8,535.00","8,572.45","8,435.50","213.08M","0.86%"
"05/15/2024","8,488.30","8,446.95","8,506.30","8,421.20","130.59M","0.86%"
"05/14/2024","8,415.90","8,319.50","8,424.80","8,317.40","149.30M","1.34%"
"05/13/2024","8,304.70","8,284.60","8,322.90","8,152.10","177.62M","0.26%"
"05/10/2024","8,283.30","8,230.80","8,295.30","8,191.40","173.00M","1.01%"
"05/09/2024","8,200.80","8,358.85","8,378.15","8,190.15","199.00M","-2.62%"
"05/08/2024","8,421.70","8,304.40","8,454.20","8,275.75","183.26M","1.19%"
"05/07/2024","8,322.50","8,466.90","8,471.80","8,296.60","194.07M","-1.45%"
"05/06/2024","8,444.95","8,557.15","8,564.15","8,416.80","190.70M","-0.88%"
"05/03/2024","8,519.50","8,667.30","8,674.15","8,452.80","242.33M","-1.29%"
"05/02/2024","8,630.50","8,585.95","8,649.90","8,581.85","336.90M","0.64%"
"04/30/2024","8,575.25","8,615.90","8,651.40","8,565.80","287.44M","-0.14%"
"04/29/2024","8,587.35","8,551.50","8,592.75","8,534.50","178.39M","0.70%"
"04/26/2024","8,527.25","8,570.10","8,575.00","8,515.90","191.06M","-0.25%"
"04/25/2024","8,548.40","8,470.85","8,565.15","8,461.05","180.76M","0.69%"
"04/24/2024","8,489.60","8,493.00","8,522.35","8,473.25","164.14M","0.39%"
"04/23/2024","8,456.25","8,458.00","8,479.75","8,435.20","148.45M","0.39%"
"04/22/2024","8,423.60","8,414.70","8,439.30","8,381.85","212.00M","1.01%"
"04/19/2024","8,339.05","8,276.45","8,370.70","8,197.15","220.20M","0.18%"
"04/18/2024","8,324.40","8,382.70","8,462.90","8,305.90","307.21M","-0.03%"
"04/16/2024","8,327.00","8,305.40","8,363.35","8,282.70","243.56M","-0.25%"
"04/15/2024","8,348.15","8,319.80","8,409.25","8,285.75","294.73M","-0.79%"
"04/12/2024","8,414.30","8,488.10","8,527.95","8,407.20","252.67M","-0.97%"
"04/10/2024","8,496.55","8,460.90","8,512.60","8,457.40","214.98M","0.74%"
